id;Name;lon;lat;District;station_name;RouteNumbers
8213;«Ул. Теплый Стан, 9», улица Тёплый Стан (8213);37.49378666;55.62386946;район Тёплый Стан;Ул. Теплый Стан, 9;А227
8214;«Колледж № 38», улица Тёплый Стан (8214);37.49754583;55.62241515;район Тёплый Стан;Колледж № 38;А227
13262;«Ул. Теплый Стан, 4», улица Тёплый Стан (13262);37.4884421;55.62561462;район Тёплый Стан;Ул. Теплый Стан, 4;А227
13263;«Ул. Теплый Стан, 4», улица Тёплый Стан (13263);37.48670404;55.62743495;район Тёплый Стан;Ул. Теплый Стан, 4;А227
7967;«Метро Теплый Стан», улица Тёплый Стан (7967);37.50353969;55.61957068;район Тёплый Стан;Метро Теплый Стан;А227
8198;«Колледж № 38», улица Тёплый Стан (8198);37.4992648261;55.6215455369;район Тёплый Стан;Колледж № 38;А227
8199;«Ул. Теплый Стан, 9», улица Тёплый Стан (8199);37.49548953;55.62297264;район Тёплый Стан;Ул. Теплый Стан, 9;А227
8200;«Ул. Ген. Тюленева», улица Тёплый Стан (8200);37.49145399;55.62448143;район Тёплый Стан;Ул. Ген. Тюленева;А227
8654;«7-я ул. Текстильщиков», улица Чистова (8654);37.74976201;55.69754066;район Текстильщики;7-я ул. Текстильщиков;А228
8655;«Строительный техникум», улица Чистова (8655);37.7467987902;55.6972946834;район Текстильщики;Строительный техникум;А228
8656;«Ул. Артюхиной», улица Чистова (8656);37.73830918;55.69658209;район Текстильщики;Ул. Артюхиной;А228
8657;«7-я ул. Текстильщиков», улица Шкулёва (8657);37.75065667;55.69375202;район Текстильщики;7-я ул. Текстильщиков;А228
1940;«Крылатский мост», Крылатская улица (1940);37.43130892;55.75035815;район Крылатское;Крылатский мост;А229
1941;«Гребной канал», Крылатская улица (1941);37.4330452647;55.7542796387;район Крылатское;Гребной канал;А229
1942;«Стадион», Крылатская улица (1942);37.4326007865;55.7575818141;район Крылатское;Стадион;А229
1943;«Велотрек», Крылатская улица (1943);37.4307993211;55.7625026516;район Крылатское;Велотрек;А229
1944;«Дворец ледового спорта», Крылатская улица (1944);37.4292286079;55.7667872229;район Крылатское;Дворец ледового спорта;А229
1945;«Стоматологическая п-ка № 5», Крылатская улица (1945);37.41822513;55.77209443;район Крылатское;Стоматологическая п-ка № 5;А229
1002138;«Рублёвское шоссе», Рублёвское шоссе (1002138);37.41097315;55.74991101;район Кунцево;Рублёвское шоссе;А229
1002205;«Ул. Крылатские Холмы», Рублёвское шоссе (1002205);37.41921639;55.7458295;район Кунцево;Ул. Крылатские Холмы;А229
1009558;«Филёвская набережная», улица Нижние Мнёвники (1009558);37.43323786;55.75046639;район Крылатское;Филёвская набережная;А229
1009559;«Филёвская набережная», улица Нижние Мнёвники (1009559);37.43411633;55.74931039;район Филёвский Парк;Филёвская набережная;А229
2811;«Алтуфьевское ш., 42», Алтуфьевское шоссе (2811);37.58689287;55.87339632;район Отрадное;Алтуфьевское ш., 42;А23
1009321;«ЖК Юрлово», проезд без названия (1009321);37.61468751;55.87723704;район Отрадное;ЖК Юрлово;А23
2787;«Северный бульв.», Юрловский проезд (2787);37.62018489;55.8704379;район Отрадное;Северный бульв.;А23
2788;«Юрловский пр., 17», Юрловский проезд (2788);37.61762063;55.87226526;район Отрадное;Юрловский пр., 17;А23
2789;«Козеево», Юрловский проезд (2789);37.61476999;55.87432149;район Отрадное;Козеево;А23
2800;«Козеево», Юрловский проезд (2800);37.6146177;55.87388388;район Отрадное;Козеево;А23
2801;«Юрловский пр., 17», Юрловский проезд (2801);37.61778037;55.87172909;район Отрадное;Юрловский пр., 17;А23
2492;«Алтуфьевское ш., 12», Алтуфьевское шоссе (2492);37.5843245803;55.8539419919;район Отрадное;Алтуфьевское ш., 12;А23
1878;«Ул. Хачатуряна», Алтуфьевское шоссе (1878);37.58475187;55.85719873;район Отрадное;Ул. Хачатуряна;А23
8466;«Алтуфьевское ш., 12», Алтуфьевское шоссе (8466);37.5850202287;55.8538511835;район Отрадное;Алтуфьевское ш., 12;А23
2587;«Юрловский пр. (пос.)», Юрловский проезд (2587);37.62527065;55.8668832;район Отрадное;Юрловский пр. (пос.);А23
2592;«Северный бульв.», Юрловский проезд (2592);37.62223691;55.8684251;район Отрадное;Северный бульв.;А23
2588;«Дом творчества», улица Пестеля (2588);37.61336848;55.86721954;район Отрадное;Дом творчества;А23
2589;«Ул. Пестеля, 4», улица Пестеля (2589);37.6144124;55.86337797;район Отрадное;Ул. Пестеля, 4;А23
2590;«Ул. Пестеля», улица Пестеля (2590);37.61334972;55.86183177;район Отрадное;Ул. Пестеля;А23
2591;«Ул. Пестеля, 4», улица Пестеля (2591);37.61481081;55.86473545;район Отрадное;Ул. Пестеля, 4;А23
3908;«Ин-т Физкультуры», Сиреневый бульвар (3908);37.76074885;55.80223171;район Измайлово;Ин-т Физкультуры;А230
3909;«Сиреневый бульв., 4», Сиреневый бульвар (3909);37.757599;55.80218456;район Измайлово;Сиреневый бульв., 4;А230
3910;«Школа», Сиреневый бульвар (3910);37.76864903;55.80233744;район Измайлово;Школа;А230
3885;«Сиреневый бульв.», Сиреневый бульвар (3885);37.81792635;55.80342441;район Северное Измайлово;Сиреневый бульв.;А230
3917;«13-я Парковая ул.», Сиреневый бульвар (3917);37.81293139;55.80268962;район Восточное Измайлово;13-я Парковая ул.;А230
4354;«Кетчерская ул.», Кетчерская улица (4354);37.82931629;55.74463711;район Вешняки;Кетчерская ул.;А232
4355;«Кетчерская ул., 8», Кетчерская улица (4355);37.82447717;55.7448216;район Вешняки;Кетчерская ул., 8;А232
4356;«Платф. Новогиреево», Кетчерская улица (4356);37.82025358;55.74390493;район Вешняки;Платф. Новогиреево;А232
4358;«Платф. Новогиреево», Кетчерская улица (4358);37.82180223;55.74404603;район Вешняки;Платф. Новогиреево;А232
4359;«Кетчерская ул., 8», Кетчерская улица (4359);37.82587748;55.74473469;район Вешняки;Кетчерская ул., 8;А232
4360;«Кетчерская ул.», Кетчерская улица (4360);37.83004246;55.74405964;район Вешняки;Кетчерская ул.;А232
4357;«Платф. Новогиреево (к/ст)», Кетчерская улица (4357);37.82061696;55.74350971;район Вешняки;Платф. Новогиреево (к/ст);А232
4361;«Ул. Старый Гай, 1», улица Старый Гай (4361);37.83061934;55.74156549;район Вешняки;Ул. Старый Гай, 1;А232
4362;«Поликлиника», улица Старый Гай (4362);37.8282655371;55.7379281093;район Вешняки;Поликлиника;А232
4303;«Метро Выхино (к/ст)», улица Красный Казанец (4303);37.81790533;55.71760405;район Вешняки;Метро Выхино (к/ст);А232
4352;«Поликлиника», улица Старый Гай (4352);37.8288246936;55.7382225739;район Вешняки;Поликлиника;А232
4353;«Ул. Старый Гай, 1», улица Старый Гай (4353);37.83106761;55.74171329;район Вешняки;Ул. Старый Гай, 1;А232
4302;«Вешняковская ул., 41», Вешняковская улица (4302);37.82137323;55.71907193;район Вешняки;Вешняковская ул., 41;А232
4309;«15-я гор. б-ца», Вешняковская улица (4309);37.83005008;55.73272506;район Вешняки;15-я гор. б-ца;А232
4310;«Управа района Вешняки», Вешняковская улица (4310);37.82895826;55.73562054;район Вешняки;Управа района Вешняки;А232
4298;«15-я гор. б-ца», Вешняковская улица (4298);37.82943089;55.73159352;район Вешняки;15-я гор. б-ца;А232
4308;«Косинская ул.», Вешняковская улица (4308);37.82955924;55.72872088;район Вешняки;Косинская ул.;А232
4306;«Пл. Амилкара Кабрала», Вешняковская улица (4306);37.8267478926;55.7235346666;район Вешняки;Пл. Амилкара Кабрала;А232
4301;«Пл. Амилкара Кабрала», Вешняковская улица (4301);37.82566241;55.72301749;район Вешняки;Пл. Амилкара Кабрала;А232
4299;«Косинская ул.», Вешняковская улица (4299);37.8288772918;55.7275110413;район Вешняки;Косинская ул.;А232
4300;«К/т Энтузиаст - Колледж», Вешняковская улица (4300);37.82808093;55.72568861;район Вешняки;К/т Энтузиаст - Колледж;А232
4307;«К/т Энтузиаст - Колледж», Вешняковская улица (4307);37.82889242;55.72631522;район Вешняки;К/т Энтузиаст - Колледж;А232
4305;«Вешняковская ул., 41», Вешняковская улица (4305);37.82262038;55.71929319;район Вешняки;Вешняковская ул., 41;А232
7208;«Метро Выхино (выс.)», Вешняковская улица (7208);37.82042173;55.71766697;район Вешняки;Метро Выхино (выс.);А232
4304;«Метро Выхино (пос.)», улица Красный Казанец (4304);37.81905841;55.71655708;район Вешняки;Метро Выхино (пос.);А232
4296;«Ул. Старый Гай», Вешняковская улица (4296);37.82550111;55.73697661;район Вешняки;Ул. Старый Гай;А232
4295;«Ул. Юности», Вешняковская улица (4295);37.82117476;55.73785264;район Вешняки;Ул. Юности;А232
4297;«Управа района Вешняки», Вешняковская улица (4297);37.82911151;55.73468561;район Вешняки;Управа района Вешняки;А232
956;«Метро Речной вокзал (пос.)», Фестивальная улица (956);37.47697669;55.85466894;район Левобережный;Метро Речной вокзал (пос.);А233
212;«Смольная ул.», Фестивальная улица (212);37.48635788;55.85832994;район Левобережный;Смольная ул.;А233
120;«Смольная ул.», Фестивальная улица (120);37.48466984;55.8581037;район Левобережный;Смольная ул.;А233
1498;«Петрозаводская улица», улица Грачёвка (1498);37.49259798;55.86749759;район Ховрино;Петрозаводская улица;А233
967;«Ул. Лавочкина», Фестивальная улица (967);37.49154748;55.85945274;район Ховрино;Ул. Лавочкина;А233
213;«Фестивальная ул., 14», Фестивальная улица (213);37.49617308;55.86018085;район Ховрино;Фестивальная ул., 14;А233
214;«Фестивальная ул., 65», Фестивальная улица (214);37.50113583;55.8609953;район Ховрино;Фестивальная ул., 65;А233
972;«Ул. Лавочкина», Фестивальная улица (972);37.49005234;55.85941602;район Ховрино;Ул. Лавочкина;А233
216;«Фестивальная ул.», Фестивальная улица (216);37.50360878;55.86189364;район Ховрино;Фестивальная ул.;А233
217;«Фестивальная ул., 14», Фестивальная улица (217);37.49502105;55.86023665;район Ховрино;Фестивальная ул., 14;А233
233;«Фестивальная ул., 65», Фестивальная улица (233);37.49975463;55.86101472;район Ховрино;Фестивальная ул., 65;А233
973;«Метро Речной вокзал (к/ст)», Фестивальная улица (973);37.47523646;55.85455677;район Левобережный;Метро Речной вокзал (к/ст);А233
112;«Фестивальная ул.», Петрозаводская улица (112);37.50413371;55.86302215;район Ховрино;Фестивальная ул.;А233
113;«М-н Книги», Петрозаводская улица (113);37.5002661697;55.8647419791;район Ховрино;М-н Книги;А233
114;«Аптека», Петрозаводская улица (114);37.49690351;55.86590354;район Ховрино;Аптека;А233
137;«Петрозаводская ул.», Петрозаводская улица (137);37.49280228;55.86659387;район Ховрино;Петрозаводская ул.;А233
138;«Аптека», Петрозаводская улица (138);37.49827389;55.86519568;район Ховрино;Аптека;А233
139;«М-н Книги», Петрозаводская улица (139);37.50217988;55.86378554;район Ховрино;М-н Книги;А233
1497;«Петрозаводская улица», улица Грачёвка (1497);37.49217071;55.86712896;район Ховрино;Петрозаводская улица;А233
1000278;«Васильцовский Стан», Проектируемый проезд № 770 (1000278);37.75526632;55.71633;Рязанский район;Васильцовский Стан;А234
1000279;«Товарная станция», Проектируемый проезд № 770 (1000279);37.7595394;55.71481027;Рязанский район;Товарная станция;А234
1002105;«Профсоюзная ул., 86», Профсоюзная улица (1002105);37.53458704;55.65182382;район Коньково;Профсоюзная ул., 86;А235
6338;«Метро Калужская (южн.)», Профсоюзная улица (6338);37.53829511;55.65469504;район Коньково;Метро Калужская (южн.);А235
1002106;«Профсоюзная ул., 86», Профсоюзная улица (1002106);37.53590382;55.65251997;район Коньково;Профсоюзная ул., 86;А235
6103;«Деревлево», Профсоюзная улица (6103);37.53027553;55.64724839;район Коньково;Деревлево;А235
6104;«Ул. Бутлерова», Профсоюзная улица (6104);37.53267648;55.64938303;район Коньково;Ул. Бутлерова;А235
6132;«Ул. Бутлерова», Профсоюзная улица (6132);37.53259647;55.64998543;район Коньково;Ул. Бутлерова;А235
6133;«Деревлево», Профсоюзная улица (6133);37.52871177;55.64627708;район Коньково;Деревлево;А235
6224;«Метро Беляево», Профсоюзная улица (6224);37.52717676;55.64346912;район Коньково;Метро Беляево;А235
6322;«Метро Беляево», Профсоюзная улица (6322);37.5267084522;55.6435600364;район Коньково;Метро Беляево;А235
3540;«Метро Калужская (южн.)», улица Обручева (3540);37.5409423626;55.654973929;район Коньково;Метро Калужская (южн.);А235
6321;«Метро Калужская (южн.)», Профсоюзная улица (6321);37.5380007399;55.6550423011;район Коньково;Метро Калужская (южн.);А235
8194;«Ул. Островитянова, 41», улица Островитянова (8194);37.53464419;55.6317082;район Коньково;Ул. Островитянова, 41;А235
8195;«Ул. Островитянова, 39», улица Островитянова (8195);37.53097723;55.6320428;район Коньково;Ул. Островитянова, 39;А235
6325;«Новоконьково», Профсоюзная улица (6325);37.51648445;55.62934741;район Тёплый Стан;Новоконьково;А235
7999;«Метро Коньково», Профсоюзная улица (7999);37.51989442;55.63384945;район Тёплый Стан;Метро Коньково;А235
8000;«Метро Теплый Стан», Профсоюзная улица (8000);37.50585889;55.6203459;район Тёплый Стан;Метро Теплый Стан;А235
8196;«Ул. Островитянова, 37», улица Введенского (8196);37.53181915;55.63422402;район Коньково;Ул. Островитянова, 37;А235
8197;«Ул. Введенского, 26», улица Введенского (8197);37.53529345;55.63590438;район Коньково;Ул. Введенского, 26;А235
1000532;«Ул. Введенского, 23», улица Введенского (1000532);37.53727346;55.63811987;район Коньково;Ул. Введенского, 23;А235
5607;«Предприятие Всероссийского Общества Слепых», Молодогвардейская улица (5607);37.40246543;55.73374259;район Кунцево;Предприятие Всероссийского Общества Слепых;А236
9129;«Метро Новогиреево», Зелёный проспект (9129);37.82027059;55.75110389;район Новогиреево;Метро Новогиреево;А237
2790;«Универсам», улица Римского-Корсакова (2790);37.60882853;55.87510539;район Отрадное;Универсам;А238К
2791;«Ул. Римского-Корсакова», улица Римского-Корсакова (2791);37.60441172;55.87415833;район Отрадное;Ул. Римского-Корсакова;А238К
2792;«Высоковольтный пр.», улица Римского-Корсакова (2792);37.59859439;55.8728946;район Отрадное;Высоковольтный пр.;А238К
2793;«Ул. Римского-Корсакова, 6», улица Римского-Корсакова (2793);37.5913096429;55.8706153812;район Отрадное;Ул. Римского-Корсакова, 6;А238К
2796;«Ул. Римского-Корсакова, 6», улица Римского-Корсакова (2796);37.59355581;55.87094212;район Отрадное;Ул. Римского-Корсакова, 6;А238К
2797;«Высоковольтный пр.», улица Римского-Корсакова (2797);37.59911568;55.87248885;район Отрадное;Высоковольтный пр.;А238К
2798;«Улица Римского-Корсакова», улица Римского-Корсакова (2798);37.6058137;55.87392066;район Отрадное;Улица Римского-Корсакова;А238К
2799;«Универсам», улица Римского-Корсакова (2799);37.60978822;55.87476974;район Отрадное;Универсам;А238К
1003180;«Ул. Римского-Корсакова, 11», улица Римского-Корсакова (1003180);37.60185545;55.87359922;район Отрадное;Ул. Римского-Корсакова, 11;А238К
1000797;«Мурманский пр., 14», Мурманский проезд (1000797);37.62226692;55.80683499;Останкинский район;Мурманский пр., 14;А239
1000798;«Мурманский пр., 14», Мурманский проезд (1000798);37.62384724;55.80572852;Останкинский район;Мурманский пр., 14;А239
1000799;«Мурманский пр., 6», Мурманский проезд (1000799);37.62997223;55.80265821;Останкинский район;Мурманский пр., 6;А239
1000800;«Техникум художественных ремёсел», Мурманский проезд (1000800);37.62723665;55.80392206;Останкинский район;Техникум художественных ремёсел;А239
1000795;«МФЦ Марьина Роща», Огородный проезд (1000795);37.6111284;55.80974995;район Марьина Роща;МФЦ Марьина Роща;А239
1000796;«МФЦ Марьина Роща», Огородный проезд (1000796);37.61217818;55.80957504;район Марьина Роща;МФЦ Марьина Роща;А239
2942;«Ул. Добролюбова», улица Руставели (2942);37.59477233;55.81312017;Бутырский район;Ул. Добролюбова;А239
2994;«Метро Бутырская», улица Руставели (2994);37.60001252676663;55.81381925611701;Бутырский район;Метро Бутырская;А239
2995;«Ул. Добролюбова», улица Руставели (2995);37.59522127;55.81336784;Бутырский район;Ул. Добролюбова;А239
1000801;«Метро Бутырская», улица Руставели (1000801);37.60055052667415;55.81370361386002;Бутырский район;Метро Бутырская;А239
3080;«Ул. Гончарова», улица Добролюбова (3080);37.59307444;55.81461396;Бутырский район;Ул. Гончарова;А239
3091;«Ул. Гончарова», улица Добролюбова (3091);37.59377086;55.81511561;Бутырский район;Ул. Гончарова;А239
2944;«Промэнерго», Огородный проезд (2944);37.60762309;55.81014794;Бутырский район;Промэнерго;А239
2993;«Промэнерго», Огородный проезд (2993);37.6070953;55.81070581;Бутырский район;Промэнерго;А239
1001576;«Метро Бутырская», Огородный проезд (1001576);37.60384025;55.81273036;Бутырский район;Метро Бутырская;А239
1001579;«Метро Бутырская», Огородный проезд (1001579);37.6036226;55.81264718;Бутырский район;Метро Бутырская;А239
16425;«Рижский вокзал», Рижская площадь (16425);37.6329391;55.79284015;район Марьина Роща;Рижский вокзал;А239
6080;«Рижский вокзал», проспект Мира (6080);37.63495516;55.79334157;Мещанский район;Рижский вокзал;А239
1824;«10-й кв. Медведкова», 89-й километр Московской Кольцевой Автодороги (1824);37.6560354028;55.8963315401;район Северное Медведково;10-й кв. Медведкова;А24
1825;«Подушкино», 88-й километр Московской Кольцевой Автодороги (1825);37.62807785;55.90011031;район Бибирево;Подушкино;А24
1826;«8-й мкр. Бибирева», 87-й километр Московской Кольцевой Автодороги (1826);37.6143821104;55.9030470083;район Бибирево;8-й мкр. Бибирева;А24
1827;«Алтуфьевское ш.», 84-й километр Московской Кольцевой Автодороги (1827);37.58002389;55.91121367;район Лианозово;Алтуфьевское ш.;А24
1828;«Лианозовское кладб.», 83-й километр Московской Кольцевой Автодороги (1828);37.56196134137837;55.91001100245487;район Лианозово;Лианозовское кладб.;А24
1833;«Лианозовское кладб.», 83-й километр Московской Кольцевой Автодороги (1833);37.562284988582256;55.90951847613049;район Лианозово;Лианозовское кладб.;А24
1834;«Алтуфьевское ш.», 84-й километр Московской Кольцевой Автодороги (1834);37.58077933;55.91061371;район Лианозово;Алтуфьевское ш.;А24
1835;«8-й мкр. Бибирева», 87-й километр Московской Кольцевой Автодороги (1835);37.6140809002;55.9025511151;район Бибирево;8-й мкр. Бибирева;А24
1836;«Подушкино», 88-й километр Московской Кольцевой Автодороги (1836);37.6285962;55.89935687;район Бибирево;Подушкино;А24
1837;«10-й кв. Медведкова», 89-й километр Московской Кольцевой Автодороги (1837);37.65602529;55.89577989;район Северное Медведково;10-й кв. Медведкова;А24
1820;«Поворот на Мытищи», 93-й километр Московской Кольцевой Автодороги (1820);37.71070625;55.89033938;Лосиноостровский район;Поворот на Мытищи;А24
1821;«Перловская», 92-й километр Московской Кольцевой Автодороги (1821);37.70346247;55.89320789;Лосиноостровский район;Перловская;А24
1822;«Тайнинская», 92-й километр Московской Кольцевой Автодороги (1822);37.69244225;55.89491191;Лосиноостровский район;Тайнинская;А24
1823;«Осташковское ш.», 91-й километр Московской Кольцевой Автодороги (1823);37.68005239;55.89528162;район Северное Медведково;Осташковское ш.;А24
1838;«Осташковское ш.», 91-й километр Московской Кольцевой Автодороги (1838);37.68128452;55.89474494;район Северное Медведково;Осташковское ш.;А24
1839;«Тайнинская», 92-й километр Московской Кольцевой Автодороги (1839);37.69340007;55.89434421;Лосиноостровский район;Тайнинская;А24
1840;«Перловская», 92-й километр Московской Кольцевой Автодороги (1840);37.70304542;55.89275707;Лосиноостровский район;Перловская;А24
1841;«Поворот на Мытищи», 93-й километр Московской Кольцевой Автодороги (1841);37.70963523;55.89010596;Лосиноостровский район;Поворот на Мытищи;А24
10253;«Гостиницы ВДНХ», проезд без названия (10253);37.57667035;55.84697603;район Марфино;Гостиницы ВДНХ;А24
1463;«Гостиницы ВДНХ», Гостиничный проезд (1463);37.57602961;55.84770332;район Марфино;Гостиницы ВДНХ;А24
8888;«4-й мкр. Митина (к/ст)», Пятницкое шоссе (8888);37.34872824;55.85965222;район Митино;4-й мкр. Митина (к/ст);А240
8882;«Пятницкое ш., 37», Пятницкое шоссе (8882);37.35753479;55.85530914;район Митино;Пятницкое ш., 37;А240
8883;«Пятницкое ш., 37», Пятницкое шоссе (8883);37.35851919;55.85435523;район Митино;Пятницкое ш., 37;А240
8870;«Военный городок», Пятницкое шоссе (8870);37.36201514;55.85312039;район Митино;Военный городок;А240
8871;«Военный городок», Пятницкое шоссе (8871);37.36140016;55.85295809;район Митино;Военный городок;А240
15657;«Метро Митино», Дубравная улица (15657);37.35962835;55.84578768;район Митино;Метро Митино;А240
5826;«Ул. Ген. Белобородова, 16», улица Генерала Белобородова (5826);37.3553234;55.83617369;район Митино;Ул. Ген. Белобородова, 16;А240
8856;«Школа», улица Генерала Белобородова (8856);37.35717622;55.83388417;район Митино;Школа;А240
8957;«Бассейн», улица Генерала Белобородова (8957);37.35551618;55.83193495;район Митино;Бассейн;А240
955;«Пенягинская ул.», улица Генерала Белобородова (955);37.3517110594;55.8385695827;район Митино;Пенягинская ул.;А240
8896;«Дубравная ул., 48», Дубравная улица (8896);37.35269407;55.84132528;район Митино;Дубравная ул., 48;А240
8895;«Ул. Барышиха», Дубравная улица (8895);37.35521095;55.84293907;район Митино;Ул. Барышиха;А240
1611;«Пенягинская ул.», улица Генерала Белобородова (1611);37.35286446;55.83718909;район Митино;Пенягинская ул.;А240
8855;«Ул. Ген. Белобородова, 16», улица Генерала Белобородова (8855);37.35624071;55.83559762;район Митино;Ул. Ген. Белобородова, 16;А240
8956;«Школа», улица Генерала Белобородова (8956);37.35591131;55.83294076;район Митино;Школа;А240
8894;«Ул. Барышиха», Дубравная улица (8894);37.35472365;55.84329146;район Митино;Ул. Барышиха;А240
8897;«Улица Генерала Белобородова», улица Генерала Белобородова (8897);37.35076552;55.83969635;район Митино;Улица Генерала Белобородова;А240
11041;«Дубравная ул., 48», Дубравная улица (11041);37.3507931;55.84083367;район Митино;Дубравная ул., 48;А240
15668;«Метро Митино», Дубравная улица (15668);37.35865321;55.84569694;район Митино;Метро Митино;А240
15662;«Метро Митино», Дубравная улица (15662);37.36124064;55.84731816;район Митино;Метро Митино;А240
8885;«Метро Пятницкое ш.», Пятницкое шоссе (8885);37.3525447383;55.8573145986;район Митино;Метро Пятницкое ш.;А240
8884;«Метро Пятницкое ш.», Пятницкое шоссе (8884);37.35316842;55.85752755;район Митино;Метро Пятницкое ш.;А240
8886;«4-й мкр. Митина», Пятницкое шоссе (8886);37.34964067;55.85984097;район Митино;4-й мкр. Митина;А240
8887;«4-й мкр. Митина», Пятницкое шоссе (8887);37.3501012;55.85876315;район Митино;4-й мкр. Митина;А240
8889;«Дубравная ул.», Дубравная улица (8889);37.36563883;55.84954882;район Митино;Дубравная ул.;А240
15659;«Метро Митино», Дубравная улица (15659);37.36177613;55.84710132;район Митино;Метро Митино;А240
15682;«Бассейн», улица Рословка (15682);37.35575181;55.83111546;район Митино;Бассейн;А240
15683;«Ул. Рословка, 8», улица Рословка (15683);37.35917898;55.83106065;район Митино;Ул. Рословка, 8;А240
15684;«Ул. Рословка, 8», улица Рословка (15684);37.36046416;55.83074488;район Митино;Ул. Рословка, 8;А240
15685;«Ул. Рословка», улица Рословка (15685);37.36267363;55.83080335;район Митино;Ул. Рословка;А240
15686;«Ул. Рословка (выс., пос.)», улица Рословка (15686);37.36383243;55.8304918;район Митино;Ул. Рословка (выс., пос.);А240
2735;«МЦД Покровское», 3-й Дорожный проезд (2735);37.63122496;55.60267013;район Чертаново Южное;МЦД Покровское;А241
2736;«Покровский парк», 3-й Дорожный проезд (2736);37.6268494;55.60056459;район Чертаново Южное;Покровский парк;А241
2746;«Покровский парк», 3-й Дорожный проезд (2746);37.62259065;55.60036715;район Чертаново Южное;Покровский парк;А241
2747;«МЦД Покровское», 3-й Дорожный проезд (2747);37.63067925;55.60299094;район Чертаново Южное;МЦД Покровское;А241
2827;«Дорожная ул.», Дорожная улица (2827);37.6161268;55.59387068;район Чертаново Южное;Дорожная ул.;А241
2828;«Детская п-ка», Дорожная улица (2828);37.6203799848;55.5979677285;район Чертаново Южное;Детская п-ка;А241
2831;«Детская п-ка», Дорожная улица (2831);37.61972562;55.59735081;район Чертаново Южное;Детская п-ка;А241
2912;«Дорожная ул., 9», Дорожная улица (2912);37.62102075;55.59995896;район Чертаново Южное;Дорожная ул., 9;А241
10071;«Ул. Головачева», улица Головачёва (10071);37.81040574;55.6726939;район Люблино;Ул. Головачева;А242
838;«Выборгская ул.», Ленинградское шоссе (838);37.48758233;55.83195832;Войковский район;Выборгская ул.;А243
839;«Ленинградское ш., 50», Ленинградское шоссе (839);37.48487173;55.83536865;Войковский район;Ленинградское ш., 50;А243
866;«Ленинградское ш., 50», Ленинградское шоссе (866);37.48400338;55.83522079;Войковский район;Ленинградское ш., 50;А243
867;«Выборгская ул.», Ленинградское шоссе (867);37.48681275;55.83187839;Войковский район;Выборгская ул.;А243
1000833;«МЦД Стрешнево», 1-й Войковский проезд (1000833);37.49346496;55.81538819;Войковский район;МЦД Стрешнево;А243
1000834;«МЦД Стрешнево», 1-й Войковский проезд (1000834);37.49276965;55.81551868;Войковский район;МЦД Стрешнево;А243
1000835;«5-й Войковский пр. (выс.)», 5-й Войковский проезд (1000835);37.4877502049;55.8180318014;Войковский район;5-й Войковский пр. (выс.);А243
1000836;«5-й Войковский пр. (пос.)», 5-й Войковский проезд (1000836);37.4874343601;55.8176593994;Войковский район;5-й Войковский пр. (пос.);А243
1008782;«МЦК Стрешнево», 5-й Войковский проезд (1008782);37.48745116;55.81608424;Войковский район;МЦК Стрешнево;А243
1008783;«МЦК Стрешнево», 1-й Войковский проезд (1008783);37.48753472;55.81568833;Войковский район;МЦК Стрешнево;А243
941;«Метро Войковская», Ленинградское шоссе (941);37.50000643;55.81720911;Войковский район;Метро Войковская;А243
1481;«Мост Победы», Ленинградское шоссе (1481);37.49966276;55.81573404;Войковский район;Мост Победы;А243
13544;«Метро Войковская», Ленинградское шоссе (13544);37.4983902;55.81901084;Войковский район;Метро Войковская;А243
840;«Пулковская ул.», Ленинградское шоссе (840);37.4781703;55.84427736;Головинский район;Пулковская ул.;А243
841;«Флотская ул.», Ленинградское шоссе (841);37.47498945;55.84894541;Головинский район;Флотская ул.;А243
864;«Флотская ул.», Ленинградское шоссе (864);37.47361159;55.84973546;район Левобережный;Флотская ул.;А243
865;«Пулковская ул.», Ленинградское шоссе (865);37.47772049;55.84389185;Головинский район;Пулковская ул.;А243
870;«Ул. Зои и Александра Космодемьянских», Ленинградское шоссе (870);37.49804572;55.81837631;Войковский район;Ул. Зои и Александра Космодемьянских;А243
2775;«Федоскинская ул., 1», Федоскинская улица (2775);37.70450082;55.86771949;Ярославский район;Федоскинская ул., 1;А244
2776;«Федоскинская ул., 9 (выс.)», Федоскинская улица (2776);37.69985756;55.86997461;Ярославский район;Федоскинская ул., 9 (выс.);А244
2777;«Федоскинская ул., 9 (пос.)», Федоскинская улица (2777);37.7005108;55.86939582;Ярославский район;Федоскинская ул., 9 (пос.);А244
2778;«Федоскинская ул., 1», Федоскинская улица (2778);37.70458554;55.8674135;Ярославский район;Федоскинская ул., 1;А244
10647;«Ул. Проходчиков», улица Проходчиков (10647);37.70607576;55.8664486;Ярославский район;Ул. Проходчиков;А244
1008583;«МФЦ Ярославский», улица Проходчиков (1008583);37.7094007;55.86650487;Ярославский район;МФЦ Ярославский;А244
1002155;«Метро ВДНХ», проспект Мира (1002155);37.64174473;55.8206829;Алексеевский район;Метро ВДНХ;А244
1807;«Ул. Бориса Галушкина», проспект Мира (1807);37.64860491;55.8271251;Алексеевский район;Ул. Бориса Галушкина;А244
11327;«Молодёжный центр», Малыгинский проезд (11327);37.71408037;55.87017699;Ярославский район;Молодёжный центр;А244
3405;«ВДНХ (главный вход)», Продольный проезд (3405);37.63501948;55.82350381;Останкинский район;ВДНХ (главный вход);А244
