id	line_name	station_name	lon	lat	route_numbers
318	Sokolnicheskaya	Ул. Лизы Чайкиной	37.52599006	55.8016488	А105
319	Sokolnicheskaya	Спортивный комплекс ЦСКА	37.53983798	55.79642625	А105
320	Sokolnicheskaya	Метро Аэропорт (южн.)	37.53292592	55.7994667	А105
321	Sokolnicheskaya	Ул. Константина Симонова	37.53713649	55.79765485	А105
322	Sokolnicheskaya	Метро Щукинская (к/ст)	37.46100652	55.81012065	А105
323	Sokolnicheskaya	1-й Пехотный пер.	37.47673416	55.80552919	А105
324	Sokolnicheskaya	1-й Пехотный пер.	37.47660275	55.80425072	А105
325	Sokolnicheskaya	Площадь Академика Курчатова	37.47701658	55.80330442	А105
326	Sokolnicheskaya	Ул. Марш. Василевского	37.47380771	55.80370755	А105
327	Sokolnicheskaya	Метро Щукинская (выс.)	37.46587713	55.80784919	А105
328	Sokolnicheskaya	Ул. Марш. Василевского	37.47230885	55.80428224	А105
329	Sokolnicheskaya	Метро Щукинская	37.46552057	55.80774806	А105
330	Sokolnicheskaya	Сосновая ул.	37.47964794	55.80676444	А105
331	Sokolnicheskaya	Детский сад	37.48400637	55.80634772	А105
332	Sokolnicheskaya	1-й Волоколамский пр.	37.49033661	55.80305908	А105
333	Sokolnicheskaya	Почта	37.49210035	55.80096192	А105
334	Sokolnicheskaya	2-й Пехотный пер.	37.48890968	55.80447564	А105
335	Sokolnicheskaya	52-я гор. б-ца	37.48431004	55.80571554	А105
336	Sokolnicheskaya	Детский сад	37.48307023	55.80702966	А105
337	Sokolnicheskaya	Сосновая ул.	37.47847049	55.80690064	А105
338	Sokolnicheskaya	Ул. Марш. Конева, 5	37.49042261	55.79828727	А105
339	Sokolnicheskaya	Метро Октябрьское поле	37.4904063	55.7952311	А105
340	Sokolnicheskaya	52-я гор. б-ца	37.48559672	55.80483956	А105
341	Sokolnicheskaya	Почта	37.49206711	55.80137286	А105
342	Sokolnicheskaya	1-й Волоколамский пр.	37.49077163	55.80282528	А105
343	Sokolnicheskaya	Ул. Марш. Конева, 5	37.49103925	55.79854676	А105
344	Sokolnicheskaya	Мост Победы	37.50317078	55.81346924	А105
345	Sokolnicheskaya	Беловежская улица	37.39240935	55.70716646	А1056
346	Sokolnicheskaya	Беловежская ул.	37.39230767	55.70633727	А1056
347	Sokolnicheskaya	4-я ул. 8-го Марта	37.54618946	55.80222889	А105К
348	Sokolnicheskaya	1-я ул. 8-го Марта	37.54935307	55.80027904	А105К
349	Sokolnicheskaya	Ул. Акад. Ильюшина	37.54265168	55.80429594	А105К
350	Sokolnicheskaya	2-й Балтийский пер.	37.52396967	55.80644299	А105К
351	Sokolnicheskaya	Ленинградский рынок - К/т Баку	37.52821794	55.80531741	А105К
352	Sokolnicheskaya	Ул. Усиевича	37.53504676	55.80412985	А105К
353	Sokolnicheskaya	Головановский пер.	37.51801851	55.80801624	А105К
354	Sokolnicheskaya	Метро Сокол	37.51242901	55.80717131	А105К
355	Sokolnicheskaya	Балтийская ул.	37.51459338	55.80891553	А105К
356	Sokolnicheskaya	Ул. Черняховского	37.53852721	55.80616997	А105К
357	Sokolnicheskaya	Петровско-Разумовская ал.	37.55895913	55.79487824	А105К
358	Sokolnicheskaya	Метро Петровский парк	37.55799903	55.79305042	А105К
359	Sokolnicheskaya	Планетная ул.	37.55490375	55.79732799	А105К
360	Sokolnicheskaya	Новохохловская ул., 3	37.7108763	55.7318648	А106
361	Sokolnicheskaya	Новохохловская ул., 11	37.70941725	55.72875593	А106
362	Sokolnicheskaya	Новохохловская ул., 11	37.70873949	55.72956769	А106
363	Sokolnicheskaya	Новохохловская ул., 3	37.71155488	55.73226769	А106
364	Sokolnicheskaya	Химчистка	37.71346473	55.72562256	А106
365	Sokolnicheskaya	Химчистка	37.71339078	55.72541716	А106
